segment,uri,start,end,speaker,verification,identification
id10009\JrwqvWr5_VE\00006.wav,Adam_Beach/JrwqvWr5_VE,123.3,130.2,Adam_Beach,dev,trn
id10009\JrwqvWr5_VE\00009.wav,Adam_Beach/JrwqvWr5_VE,151.2,157.3,Adam_Beach,dev,trn
id10009\VM8gJWbQsEY\00002.wav,Adam_Beach/VM8gJWbQsEY,59.7,66.7,Adam_Beach,dev,dev
id10009\aFttHpeaXaQ\00001.wav,Adam_Beach/aFttHpeaXaQ,38.5,45.2,Adam_Beach,dev,trn
id10009\qdop2-gjKBQ\00002.wav,Adam_Beach/qdop2-gjKBQ,136.2,143.8,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00001.wav,Adam_Beach/sQIqfA-I_Ew,54.3,70.6,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00002.wav,Adam_Beach/sQIqfA-I_Ew,71.4,81.6,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00003.wav,Adam_Beach/sQIqfA-I_Ew,82.4,93.9,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00005.wav,Adam_Beach/sQIqfA-I_Ew,126.3,134.7,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00006.wav,Adam_Beach/sQIqfA-I_Ew,140.4,153.7,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00007.wav,Adam_Beach/sQIqfA-I_Ew,171.8,178.5,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00008.wav,Adam_Beach/sQIqfA-I_Ew,181.2,193.4,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00009.wav,Adam_Beach/sQIqfA-I_Ew,194.0,200.4,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00011.wav,Adam_Beach/sQIqfA-I_Ew,215.1,228.0,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00012.wav,Adam_Beach/sQIqfA-I_Ew,253.9,279.1,Adam_Beach,dev,trn
id10009\sQIqfA-I_Ew\00013.wav,Adam_Beach/sQIqfA-I_Ew,283.4,293.2,Adam_Beach,dev,trn
id10009\x_HdUZuSusA\00002.wav,Adam_Beach/x_HdUZuSusA,443.3,449.4,Adam_Beach,dev,trn
id10011\01En9rUo_Co\00001.wav,Adam_Copeland/01En9rUo_Co,17.2,26.8,Adam_Copeland,dev,trn
id10011\01En9rUo_Co\00003.wav,Adam_Copeland/01En9rUo_Co,44.2,50.5,Adam_Copeland,dev,trn
id10011\01En9rUo_Co\00004.wav,Adam_Copeland/01En9rUo_Co,73.9,82.7,Adam_Copeland,dev,trn
id10011\978HIG18Lek\00001.wav,Adam_Copeland/978HIG18Lek,34.2,40.9,Adam_Copeland,dev,dev
id10011\978HIG18Lek\00004.wav,Adam_Copeland/978HIG18Lek,62.3,68.4,Adam_Copeland,dev,dev
id10011\L_Q9NL9H1wI\00002.wav,Adam_Copeland/L_Q9NL9H1wI,81.8,89.2,Adam_Copeland,dev,trn
id10011\NY8rvshKUzU\00001.wav,Adam_Copeland/NY8rvshKUzU,7.7,27.4,Adam_Copeland,dev,trn
id10011\NY8rvshKUzU\00002.wav,Adam_Copeland/NY8rvshKUzU,28.1,34.7,Adam_Copeland,dev,trn
id10011\NY8rvshKUzU\00003.wav,Adam_Copeland/NY8rvshKUzU,34.8,52.7,Adam_Copeland,dev,trn
id10011\NY8rvshKUzU\00004.wav,Adam_Copeland/NY8rvshKUzU,61.4,70.1,Adam_Copeland,dev,trn
id10011\Q1aiO-vpabc\00002.wav,Adam_Copeland/Q1aiO-vpabc,48.4,55.2,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00001.wav,Adam_Copeland/QmFNWMU2hKU,119.1,140.5,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00003.wav,Adam_Copeland/QmFNWMU2hKU,162.7,183.5,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00004.wav,Adam_Copeland/QmFNWMU2hKU,215.9,225.7,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00005.wav,Adam_Copeland/QmFNWMU2hKU,264.4,272.5,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00007.wav,Adam_Copeland/QmFNWMU2hKU,294.0,303.8,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00009.wav,Adam_Copeland/QmFNWMU2hKU,333.4,345.6,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00010.wav,Adam_Copeland/QmFNWMU2hKU,346.6,358.0,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00011.wav,Adam_Copeland/QmFNWMU2hKU,370.4,376.5,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00014.wav,Adam_Copeland/QmFNWMU2hKU,398.9,406.4,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00015.wav,Adam_Copeland/QmFNWMU2hKU,416.2,425.9,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00016.wav,Adam_Copeland/QmFNWMU2hKU,428.4,434.9,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00017.wav,Adam_Copeland/QmFNWMU2hKU,443.0,474.2,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00018.wav,Adam_Copeland/QmFNWMU2hKU,495.8,509.7,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00021.wav,Adam_Copeland/QmFNWMU2hKU,594.9,605.6,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00022.wav,Adam_Copeland/QmFNWMU2hKU,617.5,628.5,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00024.wav,Adam_Copeland/QmFNWMU2hKU,665.0,679.8,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00025.wav,Adam_Copeland/QmFNWMU2hKU,680.3,693.7,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00026.wav,Adam_Copeland/QmFNWMU2hKU,694.1,701.5,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00028.wav,Adam_Copeland/QmFNWMU2hKU,725.3,731.7,Adam_Copeland,dev,trn
id10011\QmFNWMU2hKU\00030.wav,Adam_Copeland/QmFNWMU2hKU,741.1,750.5,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00002.wav,Adam_Copeland/R8SJg-rcjKI,30.7,38.4,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00003.wav,Adam_Copeland/R8SJg-rcjKI,51.8,64.4,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00004.wav,Adam_Copeland/R8SJg-rcjKI,66.9,77.1,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00005.wav,Adam_Copeland/R8SJg-rcjKI,78.6,85.6,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00006.wav,Adam_Copeland/R8SJg-rcjKI,118.4,129.3,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00007.wav,Adam_Copeland/R8SJg-rcjKI,137.4,146.5,Adam_Copeland,dev,trn
id10011\R8SJg-rcjKI\00009.wav,Adam_Copeland/R8SJg-rcjKI,155.7,162.8,Adam_Copeland,dev,trn
id10011\UzGMFpIv-ss\00001.wav,Adam_Copeland/UzGMFpIv-ss,9.9,34.1,Adam_Copeland,dev,trn
id10011\UzGMFpIv-ss\00002.wav,Adam_Copeland/UzGMFpIv-ss,39.6,56.6,Adam_Copeland,dev,trn
id10011\UzGMFpIv-ss\00003.wav,Adam_Copeland/UzGMFpIv-ss,58.1,64.8,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00001.wav,Adam_Copeland/g3SlFv2ui8A,50.8,60.8,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00004.wav,Adam_Copeland/g3SlFv2ui8A,148.4,158.2,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00007.wav,Adam_Copeland/g3SlFv2ui8A,205.2,214.1,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00008.wav,Adam_Copeland/g3SlFv2ui8A,249.6,258.6,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00010.wav,Adam_Copeland/g3SlFv2ui8A,319.4,325.6,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00011.wav,Adam_Copeland/g3SlFv2ui8A,351.1,359.6,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00012.wav,Adam_Copeland/g3SlFv2ui8A,425.7,431.7,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00014.wav,Adam_Copeland/g3SlFv2ui8A,482.6,496.0,Adam_Copeland,dev,trn
id10011\g3SlFv2ui8A\00015.wav,Adam_Copeland/g3SlFv2ui8A,531.6,537.8,Adam_Copeland,dev,trn
id10011\mwKVL6cadQw\00001.wav,Adam_Copeland/mwKVL6cadQw,41.3,49.2,Adam_Copeland,dev,tst
id10011\mwKVL6cadQw\00002.wav,Adam_Copeland/mwKVL6cadQw,119.2,127.5,Adam_Copeland,dev,tst
id10011\mwKVL6cadQw\00003.wav,Adam_Copeland/mwKVL6cadQw,161.3,172.0,Adam_Copeland,dev,tst
id10011\mwKVL6cadQw\00004.wav,Adam_Copeland/mwKVL6cadQw,202.2,216.2,Adam_Copeland,dev,tst
id10011\u3odsIbYouc\00001.wav,Adam_Copeland/u3odsIbYouc,0.7,13.7,Adam_Copeland,dev,trn
id10011\u3odsIbYouc\00002.wav,Adam_Copeland/u3odsIbYouc,20.7,34.7,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00002.wav,Adam_Copeland/ujWHD_MTa44,138.4,147.0,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00003.wav,Adam_Copeland/ujWHD_MTa44,165.0,172.3,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00004.wav,Adam_Copeland/ujWHD_MTa44,203.9,212.6,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00005.wav,Adam_Copeland/ujWHD_MTa44,214.8,225.2,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00006.wav,Adam_Copeland/ujWHD_MTa44,282.4,288.7,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00007.wav,Adam_Copeland/ujWHD_MTa44,373.4,381.6,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00008.wav,Adam_Copeland/ujWHD_MTa44,648.1,665.8,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00009.wav,Adam_Copeland/ujWHD_MTa44,706.8,712.8,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00011.wav,Adam_Copeland/ujWHD_MTa44,766.3,775.5,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00012.wav,Adam_Copeland/ujWHD_MTa44,838.6,845.5,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00014.wav,Adam_Copeland/ujWHD_MTa44,855.3,863.7,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00015.wav,Adam_Copeland/ujWHD_MTa44,943.4,951.9,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00016.wav,Adam_Copeland/ujWHD_MTa44,980.1,988.5,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00018.wav,Adam_Copeland/ujWHD_MTa44,1030.0,1036.6,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00019.wav,Adam_Copeland/ujWHD_MTa44,1040.7,1051.8,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00020.wav,Adam_Copeland/ujWHD_MTa44,1114.0,1125.0,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00021.wav,Adam_Copeland/ujWHD_MTa44,1152.9,1160.5,Adam_Copeland,dev,trn
id10011\ujWHD_MTa44\00024.wav,Adam_Copeland/ujWHD_MTa44,1339.5,1350.4,Adam_Copeland,dev,trn
id10016\5xGJYiNH2Jw\00002.wav,Aidan_Turner/5xGJYiNH2Jw,30.0,36.1,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00003.wav,Aidan_Turner/5xGJYiNH2Jw,54.2,61.0,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00004.wav,Aidan_Turner/5xGJYiNH2Jw,73.0,80.4,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00007.wav,Aidan_Turner/5xGJYiNH2Jw,161.6,171.0,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00009.wav,Aidan_Turner/5xGJYiNH2Jw,186.8,194.3,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00010.wav,Aidan_Turner/5xGJYiNH2Jw,199.4,207.1,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00011.wav,Aidan_Turner/5xGJYiNH2Jw,211.9,220.8,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00012.wav,Aidan_Turner/5xGJYiNH2Jw,224.2,232.0,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00013.wav,Aidan_Turner/5xGJYiNH2Jw,235.4,242.1,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00016.wav,Aidan_Turner/5xGJYiNH2Jw,285.8,293.4,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00018.wav,Aidan_Turner/5xGJYiNH2Jw,325.1,333.9,Aidan_Turner,dev,trn
id10016\5xGJYiNH2Jw\00019.wav,Aidan_Turner/5xGJYiNH2Jw,379.1,385.9,Aidan_Turner,dev,trn
id10016\7FOcBtZM-rI\00001.wav,Aidan_Turner/7FOcBtZM-rI,19.9,30.4,Aidan_Turner,dev,tst
id10016\7FOcBtZM-rI\00002.wav,Aidan_Turner/7FOcBtZM-rI,59.8,68.8,Aidan_Turner,dev,tst
id10016\7FOcBtZM-rI\00004.wav,Aidan_Turner/7FOcBtZM-rI,107.9,120.8,Aidan_Turner,dev,tst
id10016\7OacMAs-Crc\00001.wav,Aidan_Turner/7OacMAs-Crc,30.6,39.1,Aidan_Turner,dev,trn
id10016\7OacMAs-Crc\00003.wav,Aidan_Turner/7OacMAs-Crc,123.9,135.2,Aidan_Turner,dev,trn
id10016\7OacMAs-Crc\00004.wav,Aidan_Turner/7OacMAs-Crc,146.2,154.1,Aidan_Turner,dev,trn
id10016\7OacMAs-Crc\00005.wav,Aidan_Turner/7OacMAs-Crc,154.4,163.6,Aidan_Turner,dev,trn
id10016\7OacMAs-Crc\00006.wav,Aidan_Turner/7OacMAs-Crc,163.8,170.1,Aidan_Turner,dev,trn
id10016\7OacMAs-Crc\00008.wav,Aidan_Turner/7OacMAs-Crc,249.5,257.6,Aidan_Turner,dev,trn
id10016\7OacMAs-Crc\00009.wav,Aidan_Turner/7OacMAs-Crc,371.6,381.5,Aidan_Turner,dev,trn
id10016\8gWjr_-ROCc\00001.wav,Aidan_Turner/8gWjr_-ROCc,19.8,28.4,Aidan_Turner,dev,trn
id10016\FDXUYIgkTgk\00002.wav,Aidan_Turner/FDXUYIgkTgk,16.0,24.0,Aidan_Turner,dev,trn
id10016\FDXUYIgkTgk\00003.wav,Aidan_Turner/FDXUYIgkTgk,48.7,62.8,Aidan_Turner,dev,trn
id10016\FDXUYIgkTgk\00004.wav,Aidan_Turner/FDXUYIgkTgk,166.9,185.1,Aidan_Turner,dev,trn
id10016\LSeSZiv7evE\00001.wav,Aidan_Turner/LSeSZiv7evE,9.3,15.4,Aidan_Turner,dev,trn
id10016\LSeSZiv7evE\00002.wav,Aidan_Turner/LSeSZiv7evE,22.7,31.7,Aidan_Turner,dev,trn
id10016\MPkuYnDHS4E\00004.wav,Aidan_Turner/MPkuYnDHS4E,175.0,182.6,Aidan_Turner,dev,trn
id10016\NJygdnZs634\00003.wav,Aidan_Turner/NJygdnZs634,138.7,151.0,Aidan_Turner,dev,trn
id10016\PnSNt2F59-U\00001.wav,Aidan_Turner/PnSNt2F59-U,42.4,49.1,Aidan_Turner,dev,trn
id10016\RREb7K-SoSQ\00002.wav,Aidan_Turner/RREb7K-SoSQ,13.7,21.3,Aidan_Turner,dev,trn
id10016\RREb7K-SoSQ\00003.wav,Aidan_Turner/RREb7K-SoSQ,52.2,63.0,Aidan_Turner,dev,trn
